simulation_id,json_file,sequence,actor,text,external_id,audio_file_id
BN_ORDER_LOST_REPLACE_ADV,data.json,24,SYM,"No, it will go to the same address, but can you add apartment B onto the shipping address?",f8ad780d-fad2-44bd-970a-9bb80410a387,22580833-1722-4dc7-8708-23ec0c3636c2
BN_ORDER_LOST_REPLACE_ADV,data.json,25,TRAINEE,"Yes, I can update the address to include your apartment number.",5cacee0d-246b-4fd2-a00a-8c2332ff241c,
BN_ORDER_LOST_REPLACE_ADV,data.json,26,TRAINEE,"The expected delivery date for your order would be on Friday, February 3rd.",a835e386-86bf-489c-ad6e-0ffe0787913b,
BN_ORDER_LOST_REPLACE_ADV,data.json,27,SYM,"Ok, sounds good. That should be before the party.",3dcd3f59-8a0d-4430-b939-1c3206c1221c,6c71e109-0596-44e8-b8cb-fedbd4f3c930
BN_ORDER_LOST_REPLACE_ADV,data.json,28,TRAINEE,"You'll receive an email confirming the order shortly. You will also receive a shipping confirmation email when the order ships, which includes tracking information.",fb31a17e-d716-40b1-9a19-7cd1a94d9cdd,
BN_ORDER_LOST_REPLACE_ADV,data.json,29,TRAINEE,Your new order number is 6180000649. I will also email you a return label in case you receive the original and the replacement.,1c6bf731-92dd-4e1a-8567-5d1fe3468175,
BN_ORDER_LOST_REPLACE_ADV,data.json,30,SYM,I just received the first email. Thank you.,b31cc163-f537-4123-840b-3091b438027a,ef7a3df1-ae65-4d39-8467-12623da45ed9
BN_ORDER_LOST_REPLACE_ADV,data.json,31,TRAINEE,You're welcome. Is there anything else I can assist you with?,a67655e8-cdad-4f86-9809-8f55e2e3dbcf,
BN_ORDER_LOST_REPLACE_ADV,data.json,32,SYM,"No, that's it. Thanks!",7426885b-9374-4fa8-ad6b-3eb46d7f4359,f8364af7-c823-47b7-9280-209ffb47e611
BN_ORDER_LOST_REPLACE_ADV,data.json,33,TRAINEE,"Thank you! Have a great day, and thanks for calling Barnes and Noble.",49f9029b-8e18-4960-9590-e1e602df3c71,
C2 Car insurance claim - FNOL – ADVANCED,data.json,1,SYM,"In this simulation, you will learn how to create an F N O L claim for a car insurance company.",191b3c32-54a4-4ac4-a215-907ea488e314,489ec632-51be-4744-9086-a70b636cbb85
C2 Car insurance claim - FNOL – ADVANCED,data.json,2,SYM,STEP 1 - Opening.,107f86d0-8bcb-4aff-b598-7ce1bbf57795,b4dcd42a-c96f-4cef-88c6-a053b648562e
C2 Car insurance claim - FNOL – ADVANCED,data.json,3,SYM,[Phone rings],ec23692f-28ba-4c72-ac67-c27c4948fd30,1d5308bd-271c-4b0e-b313-b24579cc91c9
C2 Car insurance claim - FNOL – ADVANCED,data.json,4,TRAINEE,Thank you for calling ABC Insurance. My name is [YOUR NAME]. How may I assist you today?,4882b77f-f7a1-4f59-a4f6-a15358f033e8,
C2 Car insurance claim - FNOL – ADVANCED,data.json,5,SYM,Hi. I need to file a car insurance claim for an accident I was just involved in.,1c8922f5-0765-45e9-8d7a-5b46fb3f5164,7b7eaddd-9f28-4a28-a1da-f300bac2a0ee
C2 Car insurance claim - FNOL – ADVANCED,data.json,6,SYM,STEP 2 - Gather Information.,10531ce6-dbf4-4743-bde5-b7095082ff0b,cc2e8019-e947-4b66-9905-81a6a239c552
C2 Car insurance claim - FNOL – ADVANCED,data.json,7,TRAINEE,I'm sorry to hear about the accident. Let's start by making sure we have all the necessary information. May I have your first and last name?,df98259c-b977-440f-9d68-6e7fc63d641a,
C2 Car insurance claim - FNOL – ADVANCED,data.json,8,SYM,Pat Davis.,179cc266-a637-4c87-be96-69ff44bf8307,cbd57643-0866-40fb-b168-fff54ed6f87d
C2 Car insurance claim - FNOL – ADVANCED,data.json,9,TRAINEE,"Thank you, Can you please provide me with your policy number?",8db8b206-7312-43ff-9653-87db4d8230f2,
C2 Car insurance claim - FNOL – ADVANCED,data.json,10,SYM,"Yes, it's A B C 1 2 3 4 5 6.",5e57651e-2418-4d2c-8032-5b8c714ab9e6,30c03581-6886-478c-b634-91d59ddc01a2
C2 Car insurance claim - FNOL – ADVANCED,data.json,11,TRAINEE,"Thank you, Pat. I see your policy here. Now, could you please provide me with the date and time of the accident?",609085a7-e81f-4a5b-b8da-a52e91a3306e,
C2 Car insurance claim - FNOL – ADVANCED,data.json,12,SYM,"The accident occurred today, May 17th, 2023, at around 3:30 p.m.",6e120bb0-2c5e-4a6e-98d1-682aa26e6348,f6f06bd9-05c3-4933-8cce-217c0d9100c8
C2 Car insurance claim - FNOL – ADVANCED,data.json,13,TRAINEE,Got it. And can you briefly describe what happened during the accident?,5a5ef16f-0308-499b-b666-89a5f822084f,
C2 Car insurance claim - FNOL – ADVANCED,data.json,14,SYM,I was driving on Main Street when another car ran a red light and crashed into the driver's side of my vehicle. It was a T-bone collision.,944b5f69-00f1-491c-ad3d-5ec92846e1d2,0c3b657f-819d-4934-afbd-5a1bf2c441f4
C2 Car insurance claim - FNOL – ADVANCED,data.json,15,TRAINEE,I'm sorry to hear that. Is everyone involved in the accident safe and is anyone injured?,6128c5aa-0a1c-41c0-b2f7-8503e7c00647,
C2 Car insurance claim - FNOL – ADVANCED,data.json,16,SYM,"Fortunately, no one was seriously injured, but both cars sustained significant damage.",59354ce2-8a28-46c5-a769-3229b55d22a9,623618bb-7c7e-485e-8f0d-64914f53a4dc
C2 Car insurance claim - FNOL – ADVANCED,data.json,17,TRAINEE,"I'm glad to hear that no one was hurt. Safety is our top priority. Now, could you please provide me with the contact and insurance information of the other party involved in the accident?",4b83761a-0c35-4c51-a58a-a6bb0c89d51c,
C2 Car insurance claim - FNOL – ADVANCED,data.json,18,SYM,"The other driver's name is Sarah Johnson, and her phone number is (555) 123 - 4567. I also have her insurance information. Her insurance company is XYZ Insurance, and her policy number is D E F 9 8 7 6 5 4.",dc3f6b04-d82e-478c-8956-546612a98682,c1712e18-ae19-4da0-97fc-2af9a23f869a
C2 Car insurance claim - FNOL – ADVANCED,data.json,19,TRAINEE,"Thank you for providing that information, Pat. Now, I need to gather some details about your vehicle. Can you please provide me with the make, model, and year of your car?",a5270be8-469b-4c23-af06-0fdd9a2f11ae,
C2 Car insurance claim - FNOL – ADVANCED,data.json,20,SYM,Sure. I drive a 2018 Honda Accord.,a66a6711-3640-4bee-9f1c-f8f171d80518,1477e86d-b4b0-4655-9784-607268f6f92a
C2 Car insurance claim - FNOL – ADVANCED,data.json,21,TRAINEE,Great. And do you have any photos of the accident scene or the damage to your vehicle?,9b32a4c4-f1cb-4e25-ad73-7528defd37df,
C2 Car insurance claim - FNOL – ADVANCED,data.json,22,SYM,"Yes, I took some pictures with my phone. I can send them to you if needed.",fda49fbd-5041-444f-be1c-4de318641036,41b56e19-36a3-4fb6-8efe-8092c0a2cca9
C2 Car insurance claim - FNOL – ADVANCED,data.json,23,TRAINEE,"That would be helpful, Pat. Please send the photos to our dedicated claims email address, which is claims@insurance.com. Make sure to include your policy number and a brief description of the accident in the email.",94362164-73af-43cc-b828-e3a34ce7b142,
C2 Car insurance claim - FNOL – ADVANCED,data.json,24,SYM,"Okay, I'll do that right away.",25d98af6-097e-4eba-9a04-8da7c3365f32,a13e9ad7-f555-45da-9093-cd12d81f3228
C2 Car insurance claim - FNOL – ADVANCED,data.json,25,TRAINEE,"Thank you, Pat. Lastly, is there anything else you would like to add or any specific questions you have about the claims process?",8c1b4b72-2b1a-4dde-9817-0546ad2634d2,
C2 Car insurance claim - FNOL – ADVANCED,data.json,26,SYM,Not at the moment. I just want to get my car repaired as soon as possible.,338bef5f-73ff-4eed-b842-dbd3ad3e85d3,da06a351-75fd-452f-8b9c-3fc61d17b013
C2 Car insurance claim - FNOL – ADVANCED,data.json,27,SYM,STEP 3 - Setting Expectations.,dd6027b2-0ee3-4d04-9dae-d5c0a6b8fe71,2709a156-89f2-4bb3-a2ca-1b6df8043646
C2 Car insurance claim - FNOL – ADVANCED,data.json,28,TRAINEE,"Understood, Pat. We will do our best to expedite the claims process for you. Once we receive your email with the photos, an adjuster will be assigned to your case, and they will reach out to you within the next 24 to 48 hours to discuss the next steps.",90916b15-95c1-48c6-b49e-260daff10cdb,
C2 Car insurance claim - FNOL – ADVANCED,data.json,29,SYM,I appreciate it.,5bf391c3-af08-41a5-b0a5-d81ec1b6fe85,335d1d88-812f-4cc2-a726-5f07340a1730
C2 Car insurance claim - FNOL – ADVANCED,data.json,30,TRAINEE,Is there a preferred phone number or email address where they can contact you?,fc74b1be-2567-4008-be0e-e31477a72c2f,
C2 Car insurance claim - FNOL – ADVANCED,data.json,31,SYM,"Yes, they can reach me at (555) 987 - 6543 and my email is pat@email.com.",bbcee3a6-46c6-4fdc-9382-b8ffe1644bb3,2713b9d5-d2be-4439-b10b-7a750f0d7f1d
C2 Car insurance claim - FNOL – ADVANCED,data.json,32,SYM,STEP 4 - Closing.,cf83bfc1-1bd6-4e26-bc30-1da7885f7b3e,db0b92e1-e9ce-4ab2-a929-9140979ef55c
C2 Car insurance claim - FNOL – ADVANCED,data.json,33,TRAINEE,"Perfect, I have noted down your preferred contact information, and the adjuster will be in touch soon. Thank you for reporting the accident, and we will assist you throughout the entire claims process. If you have any further questions, please don't hesitate to reach out to us.",dd8a830b-b44b-4d25-b660-ac872ec7ee2d,
C2 Car insurance claim - FNOL – ADVANCED,data.json,34,SYM,Thank you. I appreciate your help.,3ce1c328-ae1c-4303-ac6e-e633a6fe5d48,4ba29d91-746b-419d-ad55-4cdbf04c8ed9
C2 Car insurance claim - FNOL – ADVANCED,data.json,35,TRAINEE,"You're welcome, Pat. Take care, and we'll be in touch soon.",142bfaa2-718c-4a9c-8191-02b8f166d7ce,
C2 Car insurance claim - FNOL – ADVANCED,data.json,36,SYM,This concludes your simulation.,aa7b550e-2e1d-42d6-acfd-702d751d27c5,5bd137da-dc73-4e89-902d-e9fe08610c2e
C2 Car insurance claim - FNOL – Step 1 (Opening),data.json,1,SYM,"In this simulation, you will learn how to do an opening of a call, regarding a car insurance claim.",b0175dd5-df40-48c1-9058-6e7ef3344011,4088f5fa-b454-498f-90c1-3997476ef4e4
C2 Car insurance claim - FNOL – Step 1 (Opening),data.json,2,SYM,STEP 1 - Opening.,5732c8c3-c86d-4db7-a9ef-6293ab7ee6c3,b4dcd42a-c96f-4cef-88c6-a053b648562e
C2 Car insurance claim - FNOL – Step 1 (Opening),data.json,3,SYM,[Phone rings],2a98136c-9170-4d6f-b595-dc53230a8ca0,1d5308bd-271c-4b0e-b313-b24579cc91c9
C2 Car insurance claim - FNOL – Step 1 (Opening),data.json,4,TRAINEE,Thank you for calling ABC Insurance. My name is [YOUR NAME]. How may I assist you today?,33cb80d1-e97b-4a5f-8e2a-2f894aa2762d,
C2 Car insurance claim - FNOL – Step 1 (Opening),data.json,5,SYM,"Hi, My name is Pat Davis. I need to file a car insurance claim for an accident I was just involved in.",2419832d-d749-44f0-b295-5df0f40ae50c,93bb92bc-fdf6-43a9-a03b-4c1c687272ca
C2 Car insurance claim - FNOL – Step 1 (Opening),data.json,6,SYM,This concludes your simulation.,3f27c064-38dc-4d21-9f14-3bbea44b167e,10737cc7-e343-4e2e-92b8-c2c53320bd5e
Copy OSA - Parity 2.0 1,data.json,1,TRAINEE,"Thank you for calling Northwestern Mutual, Underwriting Case Management, this is ________. How may I help you?",39b786b7-9c5e-4d06-be43-7e0fb136a766,
Copy OSA - Parity 2.0 1,data.json,2,SYM,"Hi! This is Norm Weston calling from John Barrett's office. This case for Marty Juana has taken forever, what is the underwriter waiting on?",8a7567ed-b78f-4bb3-bf71-e6b92bff89cd,fdda3b9a-5776-497d-9b92-84f59aa7382e
Copy OSA - Parity 2.0 1,data.json,3,TRAINEE,"Hi Norm, may I start with a policy number to get started?",7303057d-33e5-48d8-96bb-118e37c4cfbc,
Copy OSA - Parity 2.0 1,data.json,4,SYM,"This case for Marty Juana has taken forever, what is the underwriter waiting on? The policy number is T195129.",de4e5059-5907-404a-8e1f-4043d33657de,7306219e-dbbe-4caa-bd0f-094b9da00cbf
Copy OSA - Parity 2.0 1,data.json,5,TRAINEE,"Thank you, Norm. Give me one moment to pull up the case.",0fe28975-1b5b-44fe-8df3-8e458718bf6a,
Copy OSA - Parity 2.0 1,data.json,6,TRAINEE,"Thank you, Norm, I do have Marty's case pulled up here. You would like to talk about what will move this case to approval, is that correct?",9b7f62fa-aa23-4d23-86a1-0b563d2ead26,
Copy OSA - Parity 2.0 1,data.json,7,SYM,"Yes, that is what I'm looking for.",f0185d7d-3be6-4f8b-a8de-fe61294e1409,7125bff5-3656-4be7-a5f8-60ba59586215
Copy OSA - Parity 2.0 1,data.json,8,TRAINEE,Please give me a moment so I can review the details of the case and see what we can do to get this moving.,a2bad08c-aae7-4bf8-b8ca-b26e9698faae,
Copy OSA - Parity 2.0 1,data.json,9,SYM,Sounds good!,f8c82a34-f372-4086-91d3-40b847baea80,ea111670-e45a-4fd5-8170-bb7cf1a61b2e
Copy OSA - Parity 2.0 1,data.json,10,TRAINEE,"Thank you so much, I am all up to speed on this case. It looks like we are awaiting records from Dr. Smith's office and that a special authorization was sent to your office by the APS vendor to be reviewed. Do you have a copy of that completed form?",0438ac31-9ad5-4258-9d9f-46b9bc0b2cbe,
Copy OSA - Parity 2.0 1,data.json,11,SYM,"No, I thought you sent it to the client and not just to me.",d4158787-4c30-4956-bca3-d161643d2af7,172b138b-a87f-48a7-8788-2af3a503d035
Copy OSA - Parity 2.0 1,data.json,12,TRAINEE,"Thank you, Norm. Let me take a moment to review the notes from our APS vendor to determine where the document was sent.",62594d8c-215a-4304-8ded-f6a7ec4d2f91,
Copy OSA - Parity 2.0 1,data.json,13,SYM,"Please do, I hope you sent it to the client.",86a4499e-e48e-4854-a455-a3e8e08d9450,6cee7d28-b352-45a8-8da8-04b8e3c3472e
Copy OSA - Parity 2.0 1,data.json,14,TRAINEE,"It doesn't appear that this was sent directly to the client, instead it was sent to your office to facilitate that request. I can have that resent to you right away.",ac023e11-29ba-421b-8bf2-79cdce32f614,
Copy OSA - Parity 2.0 1,data.json,15,SYM,"Ok, that is fine. Do you really need these records though? It's been a long time.",d4bba70e-966f-4757-b108-1d37a1a77164,8e148333-96ca-4b43-9e03-9e291ffdbbf1
Copy OSA - Parity 2.0 1,data.json,16,TRAINEE,"It does look from the notes that the underwriter does require these notes in order to reach the final decision, however, I will put in a note requesting for a risk review and the underwriter will reach out with that information. In the meantime, I'll get the form over to you to reduce any further delay.",91a8b42d-a449-485e-8e8b-480c2ec0860f,
Copy OSA - Parity 2.0 1,data.json,17,SYM,That sounds fair. Thank you.,e41e14b0-7700-4898-ab84-d3f3e2cc2ca4,e73fa05e-fda0-4e5f-a094-676cbef83bf9
Copy OSA - Parity 2.0 1,data.json,18,TRAINEE,Of course. Is there anything else I can assist you with?,626d269f-3bfd-4312-9414-93b0f7feaf79,
Copy OSA - Parity 2.0 1,data.json,19,SYM,"No, that was all.",c2a0c2cb-2842-4c22-8957-085ddb67672e,9bf959a6-60cc-44aa-9b38-51045389b45d
Copy OSA - Parity 2.0 1,data.json,20,TRAINEE,"Awesome, well thank you so much for putting your trust in Northwestern Mutual. Have a great rest of your day.",c1255622-2369-4c5a-b5ec-3c04214402eb,
Copy OSA - Parity 2.0 1,data.json,21,SYM,"Thank you, you as well!",b41525a0-f957-4e53-9e2b-2087fd8f5c1b,1e819299-7af1-4b0a-9471-daaaf42eca39
Copy TLE eApp-Final Producer Signature 2,data.json,1,SYM,Da da da da.,fb10130c-5619-4120-8619-90b6127ea47c,2bfb0333-3694-480f-a873-7eca6beebb8a
Copy TLE eApp-Final Producer Signature 2,data.json,2,SYM,You did it! You have made it to the last sym of the TLE e Application module.,dd912049-4d62-4bcc-8f70-19c53daf8a2b,54b4a80c-276c-410e-b92b-a280a8217481
Copy TLE eApp-Final Producer Signature 2,data.json,3,SYM,Let’s get this application submitted and our customer covered!,7cd79c72-9edd-4f90-a7a8-6d9151fa3b42,c4e9140a-6aa8-4051-aec0-043bfbcec142
Copy TLE eApp-Final Producer Signature 2,data.json,4,SYM,What did we learn today? Take a moment to review some of the key learnings from this sym.,211cc557-7e37-4873-ab7e-30bced317f75,8e20c684-fcbb-4dc0-9a05-8297221a4b3d
Copy TLE eApp-Final Producer Signature 2,data.json,5,SYM,Click the lightbulb when you are ready to continue.,a5304e94-e94c-4dbf-9045-aba05d62439e,62e83d6a-07f3-4cbe-a011-405dbbbc826c
Copy TLE eApp-Final Producer Signature 2,data.json,6,SYM,"Congratulations! You did it! You have completed the initial TLE eApplication training. I still have a few things to teach you, but you have accomplished a huge milestone getting through the application!",c1b0f7e3-0f97-49f7-a26c-fb4594e9eb65,d07dda93-7b84-4b90-a317-82f346cea309
Copy TLE eApp-Final Producer Signature 2,data.json,7,SYM,I am so proud of you! Give yourself a pat on the back and eat some cake or something! You deserve it.,3d6ae561-d925-4f53-9642-969ce552fe04,91bac3a6-f9ec-48f1-90f1-7785c9f2ea31
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,1,SYM,"Hello and welcome to our ABC BackOffice tool training. Here, we will learn how to create a prescription request for a client. All the data that you will enter in this simulation is sample data. This is a practice sym, once you get on a live call, the data will be based on the interactions with the caller.",1bd52173-1676-4ba6-b4ff-cc703af92f28,d46d0ac3-d3e9-45d2-b99e-af096d59d521
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,2,SYM,You will first enter the customer’s contact reason in the highlighted fields.,5b2f08ec-2ae6-4111-8a13-7693b61704a2,6a9d23cf-3722-4991-96ad-b804bc508b41
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,3,SYM,"Now, you'll write the customer's full name by clicking on the First Name and Last Name fields on the page.",928a7f3a-0ade-4328-a7e1-4e07f5af82cb,e885dc80-9d30-4184-b5d6-0b27a1fbe187
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,4,SYM,"After entering the customer's full name, click on search.",67800e5c-54fb-49bc-bbf7-ffdccd6d1c30,8a8c8af6-669a-4ec8-b1b3-7e540a289100
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,5,SYM,You will now validate the customer's date of birth for security verification purposes.,b33b131a-0430-4cf3-be92-74b5bda3cb3c,21aa9399-b8cf-4c6d-bfec-2b0ade44872e
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,6,SYM,You will now search for the name of the medication the customer is looking to get a prescription for. Use the sample data as advised.,e2b30bc8-c212-49d4-9cce-41a289692b2f,864cac19-e81e-4c50-89f5-48ae29710f11
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,7,SYM,"Once you've found the medication details in the system, you'll confirm with the customer if they have ever been prescribed this medication when you take a live call.",e6446838-a7f1-4d25-ba8d-249a19a025e4,140f03db-a5e2-40fd-b6df-62f8f290694d
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,8,SYM,"Subsequently, you'll write down the dosage and quantity of the medication requested by the customer on a live call.",07a96834-0cbd-4ab4-8807-3ad74eadf48e,a5a9545c-9a9c-4fe0-b892-d5c640a9be00
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,9,SYM,Write in the customer's complete address with the zip code in the required fields.,72469918-d17e-4063-a364-10ad7ecef2ac,658de338-83b2-488f-9b90-e1fe87a5237d
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,10,SYM,"For the delivery process, you'll check the options available in the Delivery dropdown and choose accordingly.",654257ba-863e-4a52-baf9-1b166d7e6941,ff4ab5dc-bf29-41d8-b559-c107c122f970
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,11,SYM,"Finally, enter the primary healthcare provider's name and phone number.",9bbc436c-c645-4146-adc8-64c4771a1736,8a5b13c3-01ae-46a2-b31e-315440e47a62
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,12,SYM,"Once you have entered all the details, you'll click on Save to record the information and the task will be completed and assigned.",6d4eee84-4b3f-47d3-a7aa-dad697144315,ca0a7e34-47cf-42c0-803c-484252c7d4a1
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,13,SYM,"Good job! You have now completed training on ""How to create a prescription request for a customer"". Click on the screen to finish and wait for your trainer to give you further instructions.",b2946836-0295-43ef-8716-0f6edfdb1fc9,ce021bde-013e-4551-b3ae-a5fc04b90dae
Demo sym - Prescription Request__BEG - Screen Navigation,data.json,14,SYM,This concludes your simulation.,b14d6ca4-d6e8-4c98-a67a-36475fb148bd,fcb0154f-f44f-4ec0-8ef3-66a33e594831
Dick_s Sporting Goods - Kayak Pick up,data.json,1,SYM,You are about to begin a simulation  Please click *** ****** Sporting Goods logo to begin  ,89ab27ea-2a4d-48a4-9d9b-4f55a69c33d8,9c1668dd-f6cf-11eb-b92e-e42803bf6920
Dick_s Sporting Goods - Kayak Pick up,data.json,2,SYM,****** Sporting Goods customer service  For order status press 1 to place an order press 2  ,fc98a8ad-8dc0-43ff-aa75-ec23d2a514bd,9dfd84ac-f6cf-11eb-a540-4ffbe1a82946
Dick_s Sporting Goods - Kayak Pick up,data.json,3,TRAINEE," Thank you for calling Dick's Sporting Goods Customer Service, how can I help you today?",9bfa727c-8cbf-4470-978e-f56e145e87c9,
Dick_s Sporting Goods - Kayak Pick up,data.json,4,SYM,"Hi, I'm calling because I'm trying to buy this kayak online and I want to go pick it up, but your website won't let me  ",cce278f9-0d20-4342-9b58-44926971648b,9dd09d2e-f6cf-11eb-8e34-545018a525a1
Dick_s Sporting Goods - Kayak Pick up,data.json,5,TRAINEE," I apologize for your difficulty, let me go on our website and walk through it with you, I'm sure we can take care of it.",7f9a4f3c-19bb-4361-9740-0e97beb83ccb,
Dick_s Sporting Goods - Kayak Pick up,data.json,6,SYM,"Thanks the weather looks good for tomorrow, so I want to grab this and go  ",43338239-7ebd-4008-8f74-e7c5f7759716,9db50efe-f6cf-11eb-ba45-7d8f476f0f4d
Dick_s Sporting Goods - Kayak Pick up,data.json,7,TRAINEE," Don't worry, we'll get you out on that water.  Let's start fresh, can you go to dickssportinggoods.com?",a82deb68-cd77-46fa-94d5-dfd5be375c42,
Dick_s Sporting Goods - Kayak Pick up,data.json,8,SYM,I'm there  ,f3278b9e-2a55-4f1a-b46f-f26bc59b23e9,9d9b0e2f-f6cf-11eb-aaea-502a405cb827
Dick_s Sporting Goods - Kayak Pick up,data.json,9,TRAINEE," Do you see the words ""Shop Departments"" on the top left?",eef9466c-2fd4-48dc-97cd-bcf6c0578728,
Dick_s Sporting Goods - Kayak Pick up,data.json,10,SYM,Got it  ,db10dca6-3f1d-4600-8806-6e9a66e7fdc8,9d8cef8a-f6cf-11eb-aded-492cd2846a40
Dick_s Sporting Goods - Kayak Pick up,data.json,11,TRAINEE, Now click outdoor and then select Kayaks.,786efa83-6d02-4fda-aa40-5ec34dc3422b,
Dick_s Sporting Goods - Kayak Pick up,data.json,12,SYM,Got it  ,c211f1ea-d958-46e6-abad-f6c781df400f,9d80481f-f6cf-11eb-8b68-72a6052bcf24
Dick_s Sporting Goods - Kayak Pick up,data.json,13,SYM,"OK, I see the one I want  ",c3147f17-0bcd-4e76-82e2-33d750ab255f,9d578459-f6cf-11eb-8f8d-268169234dfd
Dick_s Sporting Goods - Kayak Pick up,data.json,14,TRAINEE," Good, which one is it?",0977dbbe-3ced-469a-bb6e-c0966302e35e,
Dick_s Sporting Goods - Kayak Pick up,data.json,15,SYM,The Pelican Mustang 100 X  ,84b0eab2-7605-4574-870f-2fdfaf8e6788,9d3bb440-f6cf-11eb-baa4-31d649b2addd
Dick_s Sporting Goods - Kayak Pick up,data.json,16,TRAINEE, That is a great choice.  If you look right above the Add to Cart button you will see where you select pickup in store.,b894f781-07ff-447e-85e2-04e84ba8ed22,
Dick_s Sporting Goods - Kayak Pick up,data.json,17,SYM,"This is where the problem was  When I try to add it, I get a red warning about product options, but I don't see any options to choose from  ",ed07606d-f0f5-4dc7-8fd6-f09628064fe4,9d0e89a6-f6cf-11eb-8311-1e7f7902c5f5
Dick_s Sporting Goods - Kayak Pick up,data.json,18,TRAINEE,"Now I understand, in this case the options for the Mustang 100X are the colors, did you select a color?",cfcd68e6-4a93-4da3-9110-d5ec62eb41c2,
Dick_s Sporting Goods - Kayak Pick up,data.json,19,SYM,I can't believe I missed that  ,a6360a3b-f8a2-4c83-93fa-c51e3e9f02d5,9cdc54fd-f6cf-11eb-bc25-dc4f72d51345
Dick_s Sporting Goods - Kayak Pick up,data.json,20,TRAINEE," Let's make sure the color you want is available where you want it.  Please go ahead and click on the Pick Up option, the site should prompt you for your zip code.",2bd25cad-424a-4991-817c-9f5078f63b93,
Dick_s Sporting Goods - Kayak Pick up,data.json,21,SYM,"One SEK, well, I type it in  ",62e6f281-1c25-4676-8b54-53287bbbe74f,9cc3bce1-f6cf-11eb-ac96-aea99605749d
Dick_s Sporting Goods - Kayak Pick up,data.json,22,TRAINEE," Now just select a store that's close to you and hit the ""X"" in the top right corner.",ebfe184a-d403-4cc4-8bd5-793e4c7f3dcd,
Dick_s Sporting Goods - Kayak Pick up,data.json,23,SYM,"OK, I did  ",8c151df2-ca14-42b4-bb4a-b6feffbd2fee,9ca6fb41-f6cf-11eb-b9e7-b890203c0434
Dick_s Sporting Goods - Kayak Pick up,data.json,24,TRAINEE, Now click Add to Cart.,70dd41fc-3286-4266-9948-5fe10bb64436,
Dick_s Sporting Goods - Kayak Pick up,data.json,25,SYM,"Now I see some accessories, but I have all that  ",1c2e4e9b-7f82-42b5-b10f-796a7c68b958,9c882d2b-f6cf-11eb-9c25-2e6c133c4deb
Dick_s Sporting Goods - Kayak Pick up,data.json,26,TRAINEE," Then all you need to do is click ""View Cart"" and you should see your order with your store of choice listed for pickup.",af26ab5a-81d6-4461-a9b9-f38522db9a27,
Dick_s Sporting Goods - Kayak Pick up,data.json,27,SYM,"I do thanks, I'm all good now  ",29069feb-11aa-453e-91a2-eba2b4926100,9c679c25-f6cf-11eb-9512-800b07cbfd4d
Dick_s Sporting Goods - Kayak Pick up,data.json,28,TRAINEE, Is there anything else I can help you with?,49dcef1e-101c-4a72-945f-87e038226a0f,
Dick_s Sporting Goods - Kayak Pick up,data.json,29,SYM,"No thanks, I'm all set  ",79876380-f0dd-447c-b910-8af29834b846,9c5076a7-f6cf-11eb-809e-b371675b2f48
Dick_s Sporting Goods - Kayak Pick up,data.json,30,TRAINEE," Then I hope you have a great time on the water, and thanks for calling Dick's Sporting Goods.",2688bdda-e805-4760-b123-a1f6be8e2b18,
Dick_s Sporting Goods - Kayak Pick up,data.json,31,SYM,This completes the simulation  ,95353713-bf68-49ac-a9c1-c693d24e9287,9e2498dc-f6cf-11eb-8251-744ed12f73da
FINANCIAL _ B1 Zelle Payment issue - extreme SHORTENED,data.json,1,SYM,[Mario wants to know why a Zelle payment is not showing up in his account],b0f5c229-3be5-4846-b61f-0610bb6b5d54,c270e459-ad36-4491-ad5e-20e2a2c39a8d
FINANCIAL _ B1 Zelle Payment issue - extreme SHORTENED,data.json,2,TRAINEE,Thank you for calling. How can I help you?,1f423a5d-2e16-4271-b3bd-899489288d02,
FINANCIAL _ B1 Zelle Payment issue - extreme SHORTENED,data.json,3,SYM,"Yeah, what's going on here? My buddy just sent me some money through Zelle but it never made it into my account. I saw him do it. But the money's not in my account. You guys either lost it or stole it. I need you to find it and put it in my account NOW. ",f7a8bb33-48ff-4303-ac9e-d2fc1035645e,a078c2a0-bdef-47a0-88b7-5cf776f7a9f8
FINANCIAL _ B1 Zelle Payment issue - extreme SHORTENED,data.json,4,TRAINEE,I'd be happy to assist you. What is the account the money is going into?,88cd68d8-4480-4fc3-b33d-f57f740ec760,
FINANCIAL _ B1 Zelle Payment issue - extreme SHORTENED,data.json,5,SYM,"[snarky] Why, so you can steal even more? I had to enter it just to get connected to you. Why do I have to give it again? ",13dcd5d0-44b1-4692-bbad-bcd5d9c19ef8,ae9645e7-af3e-49f5-9ccb-246b17618903
